Latitude (decimal degrees):	47.281
Longitude (decimal degrees):	9.671
Elevation (m):	682
Radiation database:	PVGIS-CMSAF


Slope: 0
Azimuth: 0
Date,Bi,Di,Ri,As,Tamb,W10,Int.
20160117:1455,1.00,40.55,0.00,7.91,-0.73,3.95,0
20160117:1555,0.00,0.00,0.00,0.00,-0.95,3.70,0
20160117:1655,0.00,0.00,0.00,0.00,-1.35,3.43,0
20160117:1755,0.00,0.00,0.00,0.00,-1.75,3.16,0
20160117:1855,0.00,0.00,0.00,0.00,-2.15,2.90,0
20160117:1955,0.00,0.00,0.00,0.00,-2.66,2.50,0
20160117:2055,0.00,0.00,0.00,0.00,-3.18,2.11,0
20160117:2155,0.00,0.00,0.00,0.00,-3.69,1.71,0
20160117:2255,0.00,0.00,0.00,0.00,-4.13,1.30,0
20160117:2355,0.00,0.00,0.00,0.00,-4.56,0.89,0
20160118:0055,0.00,0.00,0.00,0.00,-4.99,0.48,0
20160118:0155,0.00,0.00,0.00,0.00,-5.43,0.84,0
20160118:0255,0.00,0.00,0.00,0.00,-5.88,1.20,0
20160118:0355,0.00,0.00,0.00,0.00,-6.32,1.56,0
20160118:0455,0.00,0.00,0.00,0.00,-6.91,1.82,0
20160118:0555,0.00,0.00,0.00,0.00,-7.50,2.08,0
20160118:0655,0.00,0.00,0.00,0.00,-8.09,2.34,0
20160118:0755,0.00,46.45,0.00,6.67,-7.48,2.75,0
20160118:0855,119.02,90.42,0.00,13.67,-6.88,3.16,0
20160118:0955,194.69,115.77,0.00,18.83,-6.27,3.57,0
20160118:1055,236.95,127.53,0.00,21.69,-3.91,3.30,0
20160118:1155,241.00,128.58,0.00,21.95,-1.56,3.03,0
20160118:1255,203.64,118.67,0.00,19.56,0.80,2.76,0
20160118:1355,23.36,121.30,0.00,14.80,0.62,2.61,0
20160118:1455,15.06,61.15,0.00,8.12,0.44,2.46,0
20160118:1555,0.00,0.00,0.00,0.00,0.26,2.30,0
20160118:1655,0.00,0.00,0.00,0.00,-0.97,2.38,0
20160118:1755,0.00,0.00,0.00,0.00,-2.20,2.46,0
20160118:1855,0.00,0.00,0.00,0.00,-3.43,2.54,0
20160118:1955,0.00,0.00,0.00,0.00,-4.01,2.35,0
20160118:2055,0.00,0.00,0.00,0.00,-4.59,2.16,0
20160118:2155,0.00,0.00,0.00,0.00,-5.16,1.97,0
20160118:2255,0.00,0.00,0.00,0.00,-5.27,2.06,0
20160118:2355,0.00,0.00,0.00,0.00,-5.38,2.15,0
20160119:0055,0.00,0.00,0.00,0.00,-5.49,2.23,0
20160119:0155,0.00,0.00,0.00,0.00,-5.42,2.19,0
20160119:0255,0.00,0.00,0.00,0.00,-5.35,2.15,0
20160119:0355,0.00,0.00,0.00,0.00,-5.28,2.11,0
20160119:0455,0.00,0.00,0.00,0.00,-5.21,2.00,0
20160119:0555,0.00,0.00,0.00,0.00,-5.13,1.90,0
20160119:0655,0.00,0.00,0.00,0.00,-5.06,1.79,0
20160119:0755,0.00,45.15,0.00,6.80,-4.21,1.79,0
20160119:0855,0.00,53.10,0.00,13.82,-3.35,1.79,0
20160119:0955,0.00,56.70,0.00,19.00,-2.50,1.79,0
20160119:1055,0.05,102.90,0.00,21.89,-0.71,1.72,0
20160119:1155,0.00,98.45,0.00,22.16,1.07,1.66,0
20160119:1255,0.00,33.05,0.00,19.78,2.86,1.59,0
20160119:1355,0.00,10.25,0.00,15.02,3.05,1.42,0
20160119:1455,0.00,3.85,0.00,8.33,3.24,1.26,0
20160119:1555,0.00,0.00,0.00,0.00,3.43,1.09,0
20160119:1655,0.00,0.00,0.00,0.00,2.78,1.24,0
20160119:1755,0.00,0.00,0.00,0.00,2.14,1.38,0
20160119:1855,0.00,0.00,0.00,0.00,1.49,1.53,0
20160119:1955,0.00,0.00,0.00,0.00,1.08,1.54,0
20160119:2055,0.00,0.00,0.00,0.00,0.67,1.54,0
20160119:2155,0.00,0.00,0.00,0.00,0.26,1.54,0
20160119:2255,0.00,0.00,0.00,0.00,0.15,1.37,0
20160119:2355,0.00,0.00,0.00,0.00,0.05,1.20,0
20160120:0055,0.00,0.00,0.00,0.00,-0.05,1.03,0
20160120:0155,0.00,0.00,0.00,0.00,-0.30,0.93,0
20160120:0255,0.00,0.00,0.00,0.00,-0.54,0.82,0
20160120:0355,0.00,0.00,0.00,0.00,-0.79,0.72,0
20160120:0455,0.00,0.00,0.00,0.00,-0.88,0.67,0
20160120:0555,0.00,0.00,0.00,0.00,-0.97,0.63,0
20160120:0655,0.00,0.00,0.00,0.00,-1.06,0.58,0
20160120:0755,0.00,44.60,0.00,6.94,-0.65,0.64,0
20160120:0855,10.41,98.60,0.00,13.98,-0.23,0.70,0
20160120:0955,6.45,128.95,0.00,19.19,0.18,0.76,0
20160120:1055,0.05,103.60,0.00,22.09,1.45,0.93,0
20160120:1155,28.36,179.00,0.00,22.38,2.72,1.11,0
20160120:1255,13.36,147.50,0.00,20.00,3.99,1.28,0
20160120:1355,5.05,98.95,0.00,15.25,4.03,1.36,0
20160120:1455,5.75,54.55,0.00,8.55,4.06,1.44,0
20160120:1555,0.00,0.00,0.00,0.00,4.10,1.52,0
20160120:1655,0.00,0.00,0.00,0.00,3.28,1.37,0
20160120:1755,0.00,0.00,0.00,0.00,2.47,1.22,0
20160120:1855,0.00,0.00,0.00,0.00,1.65,1.08,0
20160120:1955,0.00,0.00,0.00,0.00,0.82,0.83,0
20160120:2055,0.00,0.00,0.00,0.00,-0.01,0.59,0
20160120:2155,0.00,0.00,0.00,0.00,-0.84,0.34,0
20160120:2255,0.00,0.00,0.00,0.00,-1.27,0.36,0
20160120:2355,0.00,0.00,0.00,0.00,-1.69,0.38,0
20160121:0055,0.00,0.00,0.00,0.00,-2.11,0.40,0
20160121:0155,0.00,0.00,0.00,0.00,-1.87,0.35,0
20160121:0255,0.00,0.00,0.00,0.00,-1.64,0.31,0
20160121:0355,0.00,0.00,0.00,0.00,-1.40,0.26,0
20160121:0455,0.00,0.00,0.00,0.00,-1.86,0.30,0
20160121:0555,0.00,0.00,0.00,0.00,-2.32,0.34,0
20160121:0655,0.00,0.00,0.00,0.00,-2.78,0.37,0
20160121:0755,0.00,33.30,0.00,7.08,-2.08,0.63,0
20160121:0855,3.80,89.90,0.00,14.14,-1.39,0.90,0
20160121:0955,6.05,132.10,0.00,19.38,-0.69,1.16,0
20160121:1055,30.21,182.80,0.00,22.30,0.84,1.01,0
20160121:1155,233.45,128.72,0.00,22.60,2.38,0.86,0
20160121:1255,24.61,162.50,0.00,20.23,3.91,0.70,0
20160121:1355,21.26,121.25,0.00,15.47,3.97,0.87,0
20160121:1455,49.64,59.06,0.00,8.77,4.03,1.04,0
20160121:1555,0.00,0.00,0.00,0.00,4.09,1.21,0
20160121:1655,0.00,0.00,0.00,0.00,2.75,1.35,0
20160121:1755,0.00,0.00,0.00,0.00,1.42,1.48,0
20160121:1855,0.00,0.00,0.00,0.00,0.08,1.61,0
20160121:1955,0.00,0.00,0.00,0.00,-0.76,1.47,0
20160121:2055,0.00,0.00,0.00,0.00,-1.61,1.33,0
20160121:2155,0.00,0.00,0.00,0.00,-2.45,1.19,0
20160121:2255,0.00,0.00,0.00,0.00,-2.76,1.38,0
20160121:2355,0.00,0.00,0.00,0.00,-3.06,1.58,0
20160122:0055,0.00,0.00,0.00,0.00,-3.37,1.78,0
20160122:0155,0.00,0.00,0.00,0.00,-3.10,1.90,0
20160122:0255,0.00,0.00,0.00,0.00,-2.82,2.03,0
20160122:0355,0.00,0.00,0.00,0.00,-2.55,2.15,0
20160122:0455,0.00,0.00,0.00,0.00,-2.86,2.17,0
20160122:0555,0.00,0.00,0.00,0.00,-3.18,2.19,0
20160122:0655,0.00,0.00,0.00,0.00,-3.49,2.21,0
20160122:0755,0.00,48.60,0.00,7.23,-2.52,2.47,0
20160122:0855,114.26,91.37,0.00,14.32,-1.54,2.74,0
20160122:0955,187.53,116.27,0.00,19.57,-0.57,3.01,0
20160122:1055,228.85,127.92,0.00,22.52,1.94,2.79,0
20160122:1155,233.55,129.17,0.00,22.83,4.45,2.57,0
20160122:1255,198.34,119.72,0.00,20.47,6.96,2.36,0
20160122:1355,129.32,97.82,0.00,15.71,6.79,2.17,0
20160122:1455,49.64,59.91,0.00,9.00,6.62,1.99,0
20160122:1555,0.00,2.40,0.00,0.84,6.46,1.81,0
20160122:1655,0.00,0.00,0.00,0.00,5.27,1.90,0
20160122:1755,0.00,0.00,0.00,0.00,4.09,2.00,0
20160122:1855,0.00,0.00,0.00,0.00,2.90,2.10,0
20160122:1955,0.00,0.00,0.00,0.00,2.50,2.11,0
20160122:2055,0.00,0.00,0.00,0.00,2.09,2.12,0
20160122:2155,0.00,0.00,0.00,0.00,1.69,2.14,0
20160122:2255,0.00,0.00,0.00,0.00,1.92,2.16,0
20160122:2355,0.00,0.00,0.00,0.00,2.15,2.18,0
20160123:0055,0.00,0.00,0.00,0.00,2.38,2.21,0
20160123:0155,0.00,0.00,0.00,0.00,2.40,2.00,0
20160123:0255,0.00,0.00,0.00,0.00,2.42,1.78,0
20160123:0355,0.00,0.00,0.00,0.00,2.44,1.57,0
20160123:0455,0.00,0.00,0.00,0.00,2.21,1.50,0
20160123:0555,0.00,0.00,0.00,0.00,1.98,1.43,0
20160123:0655,0.00,0.00,0.00,0.00,1.75,1.35,0
20160123:0755,0.00,19.15,0.00,7.39,2.11,1.26,0
20160123:0855,0.00,56.95,0.00,14.50,2.48,1.16,0
20160123:0955,0.10,93.60,0.00,19.77,2.84,1.06,0
20160123:1055,0.05,107.25,0.00,22.74,3.97,1.18,0
20160123:1155,230.99,129.17,0.00,23.07,5.09,1.30,0
20160123:1255,196.38,119.82,0.00,20.71,6.22,1.42,0
20160123:1355,11.06,114.05,0.00,15.95,6.34,1.27,0
20160123:1455,0.50,43.30,0.00,9.23,6.45,1.12,0
20160123:1555,0.00,0.50,0.00,1.06,6.57,0.97,0
20160123:1655,0.00,0.00,0.00,0.00,5.45,0.82,0
20160123:1755,0.00,0.00,0.00,0.00,4.34,0.68,0
20160123:1855,0.00,0.00,0.00,0.00,3.23,0.54,0
20160123:1955,0.00,0.00,0.00,0.00,2.44,0.70,0
20160123:2055,0.00,0.00,0.00,0.00,1.64,0.86,0
20160123:2155,0.00,0.00,0.00,0.00,0.85,1.02,0
20160123:2255,0.00,0.00,0.00,0.00,0.44,1.15,0
20160123:2355,0.00,0.00,0.00,0.00,0.03,1.29,0
20160124:0055,0.00,0.00,0.00,0.00,-0.38,1.42,0
20160124:0155,0.00,0.00,0.00,0.00,-0.17,1.49,0
20160124:0255,0.00,0.00,0.00,0.00,0.03,1.56,0
20160124:0355,0.00,0.00,0.00,0.00,0.24,1.63,0
20160124:0455,0.00,0.00,0.00,0.00,0.09,1.65,0
20160124:0555,0.00,0.00,0.00,0.00,-0.07,1.66,0
20160124:0655,0.00,0.00,0.00,0.00,-0.22,1.68,0
20160124:0755,0.00,21.65,0.00,7.55,0.80,1.66,0
20160124:0855,3.25,90.30,0.00,14.68,1.83,1.63,0
20160124:0955,0.00,58.25,0.00,19.98,2.85,1.60,0
20160124:1055,80.63,189.76,0.00,22.97,5.18,1.47,0
20160124:1155,8.85,163.45,0.00,23.31,7.51,1.33,0
20160124:1255,2.40,126.10,0.00,20.96,9.84,1.20,0
20160124:1355,6.85,108.60,0.00,16.19,9.52,1.28,0
20160124:1455,52.74,62.46,0.00,9.47,9.20,1.36,0
20160124:1555,0.00,4.70,0.00,1.28,8.88,1.43,0
20160124:1655,0.00,0.00,0.00,0.00,8.08,1.29,0
20160124:1755,0.00,0.00,0.00,0.00,7.28,1.14,0
20160124:1855,0.00,0.00,0.00,0.00,6.48,0.99,0
20160124:1955,0.00,0.00,0.00,0.00,6.03,0.94,0
20160124:2055,0.00,0.00,0.00,0.00,5.58,0.89,0
20160124:2155,0.00,0.00,0.00,0.00,5.13,0.84,0
20160124:2255,0.00,0.00,0.00,0.00,4.77,0.88,0
20160124:2355,0.00,0.00,0.00,0.00,4.41,0.91,0
20160125:0055,0.00,0.00,0.00,0.00,4.05,0.95,0
20160125:0155,0.00,0.00,0.00,0.00,4.00,1.05,0
20160125:0255,0.00,0.00,0.00,0.00,3.95,1.14,0
20160125:0355,0.00,0.00,0.00,0.00,3.90,1.24,0
20160125:0455,0.00,0.00,0.00,0.00,3.46,1.22,0
20160125:0555,0.00,0.00,0.00,0.00,3.01,1.20,0
20160125:0655,0.00,0.00,0.00,0.00,2.57,1.19,0
20160125:0755,0.00,50.15,0.00,7.72,3.63,1.24,0
20160125:0855,109.56,91.81,0.00,14.87,4.68,1.29,0
20160125:0955,180.53,116.27,0.00,20.20,5.74,1.34,0
20160125:1055,223.74,128.22,0.00,23.20,8.54,1.18,0
20160125:1155,228.84,129.57,0.00,23.56,11.33,1.02,0
20160125:1255,195.03,120.47,0.00,21.21,14.13,0.86,0
20160125:1355,130.46,99.67,0.00,16.44,13.37,1.12,0
20160125:1455,51.64,63.11,0.00,9.70,12.60,1.38,0
20160125:1555,0.00,5.85,0.00,1.51,11.84,1.64,0
20160125:1655,0.00,0.00,0.00,0.00,10.20,1.51,0
20160125:1755,0.00,0.00,0.00,0.00,8.57,1.38,0
20160125:1855,0.00,0.00,0.00,0.00,6.94,1.26,0
20160125:1955,0.00,0.00,0.00,0.00,6.15,1.14,0
20160125:2055,0.00,0.00,0.00,0.00,5.36,1.03,0
20160125:2155,0.00,0.00,0.00,0.00,4.58,0.91,0
20160125:2255,0.00,0.00,0.00,0.00,4.43,0.88,0
20160125:2355,0.00,0.00,0.00,0.00,4.28,0.85,0
20160126:0055,0.00,0.00,0.00,0.00,4.13,0.81,0
20160126:0155,0.00,0.00,0.00,0.00,3.99,0.78,0
20160126:0255,0.00,0.00,0.00,0.00,3.85,0.75,0
20160126:0355,0.00,0.00,0.00,0.00,3.71,0.72,0
20160126:0455,0.00,0.00,0.00,0.00,3.53,0.69,0
20160126:0555,0.00,0.00,0.00,0.00,3.36,0.65,0
20160126:0655,0.00,0.00,0.00,0.00,3.18,0.62,0
20160126:0755,0.00,3.55,0.00,7.90,4.26,0.96,0
20160126:0855,6.75,98.55,0.00,15.07,5.34,1.29,0
20160126:0955,14.11,147.60,0.00,20.42,6.42,1.63,0
20160126:1055,34.16,186.50,0.00,23.45,9.08,1.62,0
20160126:1155,182.12,158.52,0.00,23.81,11.73,1.61,0
20160126:1255,201.58,121.92,0.00,21.46,14.39,1.60,0
20160126:1355,136.16,101.32,0.00,16.69,13.61,1.68,0
20160126:1455,55.54,64.86,0.00,9.94,12.83,1.76,0
20160126:1555,0.00,7.45,0.00,1.74,12.06,1.83,0
20160126:1655,0.00,0.00,0.00,0.00,10.45,1.74,0
20160126:1755,0.00,0.00,0.00,0.00,8.85,1.65,0
20160126:1855,0.00,0.00,0.00,0.00,7.25,1.56,0
20160126:1955,0.00,0.00,0.00,0.00,6.44,1.50,0
20160126:2055,0.00,0.00,0.00,0.00,5.63,1.45,0
20160126:2155,0.00,0.00,0.00,0.00,4.83,1.39,0
20160126:2255,0.00,0.00,0.00,0.00,4.68,1.45,0
20160126:2355,0.00,0.00,0.00,0.00,4.54,1.50,0
20160127:0055,0.00,0.00,0.00,0.00,4.40,1.56,0
20160127:0155,0.00,0.00,0.00,0.00,4.36,1.60,0
20160127:0255,0.00,0.00,0.00,0.00,4.33,1.65,0
20160127:0355,0.00,0.00,0.00,0.00,4.29,1.70,0
20160127:0455,0.00,0.00,0.00,0.00,4.05,1.66,0
20160127:0555,0.00,0.00,0.00,0.00,3.82,1.62,0
20160127:0655,0.00,0.00,0.00,0.00,3.58,1.59,0
20160127:0755,0.00,48.70,0.00,8.08,4.67,1.87,0
20160127:0855,19.56,112.95,0.00,15.28,5.76,2.16,0
20160127:0955,109.50,154.01,0.00,20.65,6.85,2.44,0
20160127:1055,57.82,191.11,0.00,23.69,8.95,2.36,0
20160127:1155,115.44,185.11,0.00,24.07,11.06,2.28,0
20160127:1255,101.44,165.86,0.00,21.72,13.16,2.19,0
20160127:1355,90.99,121.51,0.00,16.94,12.67,2.01,0
20160127:1455,56.19,65.91,0.00,10.19,12.17,1.83,0
20160127:1555,0.00,9.95,0.00,1.98,11.68,1.66,0
20160127:1655,0.00,0.00,0.00,0.00,10.66,1.80,0
20160127:1755,0.00,0.00,0.00,0.00,9.64,1.94,0
20160127:1855,0.00,0.00,0.00,0.00,8.62,2.08,0
20160127:1955,0.00,0.00,0.00,0.00,8.22,2.14,0
20160127:2055,0.00,0.00,0.00,0.00,7.82,2.20,0
20160127:2155,0.00,0.00,0.00,0.00,7.43,2.26,0
20160127:2255,0.00,0.00,0.00,0.00,7.24,2.26,0
20160127:2355,0.00,0.00,0.00,0.00,7.06,2.26,0
20160128:0055,0.00,0.00,0.00,0.00,6.87,2.26,0
20160128:0155,0.00,0.00,0.00,0.00,6.98,2.39,0
20160128:0255,0.00,0.00,0.00,0.00,7.10,2.51,0
20160128:0355,0.00,0.00,0.00,0.00,7.21,2.63,0
20160128:0455,0.00,0.00,0.00,0.00,6.83,2.41,0
20160128:0555,0.00,0.00,0.00,0.00,6.44,2.19,0
20160128:0655,0.00,0.00,0.00,0.00,6.06,1.97,0
20160128:0755,0.00,10.10,0.00,8.27,6.57,1.92,0
20160128:0855,2.00,86.65,0.00,15.49,7.09,1.87,0
20160128:0955,0.35,102.55,0.00,20.88,7.60,1.82,0
20160128:1055,0.00,88.15,0.00,23.95,8.31,1.60,0
20160128:1155,0.00,79.45,0.00,24.33,9.02,1.38,0
20160128:1255,0.00,86.85,0.00,21.99,9.73,1.16,0
20160128:1355,0.40,83.15,0.00,17.20,9.46,1.20,0
20160128:1455,1.30,53.05,0.00,10.44,9.19,1.23,0
20160128:1555,0.00,10.45,0.00,2.21,8.92,1.27,0
20160128:1655,0.00,0.00,0.00,0.00,8.43,1.23,0
20160128:1755,0.00,0.00,0.00,0.00,7.95,1.19,0
20160128:1855,0.00,0.00,0.00,0.00,7.47,1.14,0
20160128:1955,0.00,0.00,0.00,0.00,7.10,1.09,0
20160128:2055,0.00,0.00,0.00,0.00,6.73,1.03,0
20160128:2155,0.00,0.00,0.00,0.00,6.36,0.97,0
20160128:2255,0.00,0.00,0.00,0.00,6.21,1.03,0
20160128:2355,0.00,0.00,0.00,0.00,6.07,1.10,0
20160129:0055,0.00,0.00,0.00,0.00,5.93,1.17,0
20160129:0155,0.00,0.00,0.00,0.00,6.31,1.19,0
20160129:0255,0.00,0.00,0.00,0.00,6.69,1.21,0
20160129:0355,0.00,0.00,0.00,0.00,7.07,1.23,0
20160129:0455,0.00,0.00,0.00,0.00,6.84,1.11,0
20160129:0555,0.00,0.00,0.00,0.00,6.60,1.00,0
20160129:0655,0.00,0.00,0.00,0.00,6.37,0.88,0
20160129:0755,0.00,55.20,0.00,8.46,6.75,0.95,0
20160129:0855,12.96,111.35,0.00,15.70,7.13,1.01,0
20160129:0955,195.18,120.27,0.00,21.12,7.51,1.08,0
20160129:1055,241.84,132.37,0.00,24.20,8.84,1.33,0
20160129:1155,247.69,133.77,0.00,24.60,10.17,1.59,0
20160129:1255,96.14,175.21,0.00,22.26,11.50,1.85,0
20160129:1355,79.69,131.81,0.00,17.46,11.25,1.65,0
20160129:1455,62.79,69.21,0.00,10.69,11.00,1.44,0
20160129:1555,0.00,12.35,0.00,2.45,10.76,1.24,0
20160129:1655,0.00,0.00,0.00,0.00,9.05,1.50,0
20160129:1755,0.00,0.00,0.00,0.00,7.35,1.76,0
20160129:1855,0.00,0.00,0.00,0.00,5.64,2.01,0
20160129:1955,0.00,0.00,0.00,0.00,5.02,1.82,0
20160129:2055,0.00,0.00,0.00,0.00,4.40,1.62,0
20160129:2155,0.00,0.00,0.00,0.00,3.79,1.42,0
20160129:2255,0.00,0.00,0.00,0.00,3.58,1.45,0
20160129:2355,0.00,0.00,0.00,0.00,3.38,1.48,0
20160130:0055,0.00,0.00,0.00,0.00,3.18,1.50,0
20160130:0155,0.00,0.00,0.00,0.00,3.61,1.75,0
20160130:0255,0.00,0.00,0.00,0.00,4.04,1.99,0
20160130:0355,0.00,0.00,0.00,0.00,4.47,2.23,0
20160130:0455,0.00,0.00,0.00,0.00,4.42,2.28,0
20160130:0555,0.00,0.00,0.00,0.00,4.38,2.33,0
20160130:0655,0.00,0.00,0.00,0.00,4.33,2.37,0
20160130:0755,0.00,56.90,0.00,8.66,5.26,2.93,0
20160130:0855,127.21,97.77,0.00,15.93,6.20,3.49,0
20160130:0955,202.68,121.82,0.00,21.36,7.13,4.04,0
20160130:1055,250.14,133.92,0.00,24.47,8.47,4.04,0
20160130:1155,256.25,135.32,0.00,24.87,9.81,4.04,0
20160130:1255,12.50,163.15,0.00,22.53,11.15,4.04,0
20160130:1355,80.64,134.56,0.00,17.73,11.30,3.72,0
20160130:1455,9.41,73.60,0.00,10.94,11.44,3.41,0
20160130:1555,6.66,13.18,0.00,2.70,11.59,3.09,0
20160130:1655,0.00,0.00,0.00,0.00,10.85,3.12,0
20160130:1755,0.00,0.00,0.00,0.00,10.12,3.15,0
20160130:1855,0.00,0.00,0.00,0.00,9.38,3.19,0
20160130:1955,0.00,0.00,0.00,0.00,8.97,3.60,0
20160130:2055,0.00,0.00,0.00,0.00,8.55,4.02,0
20160130:2155,0.00,0.00,0.00,0.00,8.14,4.44,0
20160130:2255,0.00,0.00,0.00,0.00,7.86,4.00,0
20160130:2355,0.00,0.00,0.00,0.00,7.58,3.56,0
20160131:0055,0.00,0.00,0.00,0.00,7.30,3.12,0
20160131:0155,0.00,0.00,0.00,0.00,6.77,2.68,0
20160131:0255,0.00,0.00,0.00,0.00,6.23,2.23,0
20160131:0355,0.00,0.00,0.00,0.00,5.70,1.79,0
20160131:0455,0.00,0.00,0.00,0.00,5.47,1.83,0
20160131:0555,0.00,0.00,0.00,0.00,5.25,1.87,0
20160131:0655,0.00,0.00,0.00,0.00,5.02,1.90,0
20160131:0755,0.00,10.40,0.00,8.87,5.40,2.00,0
20160131:0855,0.00,8.60,0.00,16.15,5.79,2.09,0
20160131:0955,0.00,23.75,0.00,21.62,6.17,2.18,0
20160131:1055,0.00,72.80,0.00,24.74,6.72,2.27,0
20160131:1155,0.00,55.35,0.00,25.15,7.27,2.36,0
20160131:1255,0.00,64.20,0.00,22.81,7.82,2.46,0
20160131:1355,0.00,9.95,0.00,18.00,8.21,2.28,0
20160131:1455,0.00,5.15,0.00,11.20,8.59,2.11,0
20160131:1555,0.00,1.30,0.00,2.94,8.98,1.93,0
20160131:1655,0.00,0.00,0.00,0.00,8.90,2.03,0
20160131:1755,0.00,0.00,0.00,0.00,8.83,2.12,0
20160131:1855,0.00,0.00,0.00,0.00,8.75,2.22,0
20160131:1955,0.00,0.00,0.00,0.00,8.71,2.31,0
20160131:2055,0.00,0.00,0.00,0.00,8.67,2.40,0
20160131:2155,0.00,0.00,0.00,0.00,8.64,2.48,0
20160131:2255,0.00,0.00,0.00,0.00,8.85,2.46,0
20160131:2355,0.00,0.00,0.00,0.00,9.06,2.45,0
20160201:0055,0.00,0.00,0.00,0.00,9.27,2.43,0
20160201:0155,0.00,0.00,0.00,0.00,8.71,2.40,0
20160201:0255,0.00,0.00,0.00,0.00,8.14,2.36,0
20160201:0355,0.00,0.00,0.00,0.00,7.58,2.33,0
20160201:0455,0.00,0.00,0.00,0.00,7.21,2.11,0
20160201:0555,0.00,0.00,0.00,0.00,6.84,1.88,0
20160201:0655,0.00,0.60,0.00,0.46,6.48,1.66,0
20160201:0755,0.00,58.10,0.00,9.08,6.81,1.56,0
20160201:0855,104.65,109.81,0.00,16.39,7.14,1.46,0
20160201:0955,56.17,175.16,0.00,21.87,7.48,1.37,0
20160201:1055,256.44,132.32,0.00,25.01,8.44,1.60,0
20160201:1155,262.75,133.77,0.00,25.44,9.40,1.83,0
20160201:1255,227.89,125.47,0.00,23.10,10.36,2.06,0
20160201:1355,161.57,106.62,0.00,18.27,10.52,1.82,0
20160201:1455,55.43,79.81,0.00,11.46,10.69,1.59,0
20160201:1555,5.81,16.39,0.00,3.19,10.86,1.35,0
20160201:1655,0.00,0.00,0.00,0.00,9.61,1.66,0
20160201:1755,0.00,0.00,0.00,0.00,8.37,1.98,0
20160201:1855,0.00,0.00,0.00,0.00,7.12,2.29,0
20160201:1955,0.00,0.00,0.00,0.00,6.78,2.10,0
20160201:2055,0.00,0.00,0.00,0.00,6.44,1.91,0
20160201:2155,0.00,0.00,0.00,0.00,6.11,1.72,0
20160201:2255,0.00,0.00,0.00,0.00,5.92,1.64,0
20160201:2355,0.00,0.00,0.00,0.00,5.74,1.56,0
20160202:0055,0.00,0.00,0.00,0.00,5.56,1.48,0
20160202:0155,0.00,0.00,0.00,0.00,5.59,1.43,0
20160202:0255,0.00,0.00,0.00,0.00,5.61,1.37,0
20160202:0355,0.00,0.00,0.00,0.00,5.64,1.32,0
20160202:0455,0.00,0.00,0.00,0.00,5.53,1.43,0
20160202:0555,0.00,0.00,0.00,0.00,5.43,1.53,0
20160202:0655,0.00,0.30,0.00,0.65,5.33,1.63,0
20160202:0755,0.00,64.95,0.00,9.30,5.96,1.65,0
20160202:0855,69.58,124.91,0.00,16.63,6.59,1.67,0
20160202:0955,182.27,137.57,0.00,22.13,7.23,1.70,0
20160202:1055,69.38,208.16,0.00,25.29,8.71,1.87,0
20160202:1155,15.01,188.45,0.00,25.73,10.19,2.04,0
20160202:1255,211.13,138.97,0.00,23.38,11.67,2.21,0
20160202:1355,163.62,107.47,0.00,18.55,11.47,2.00,0
20160202:1455,56.53,81.31,0.00,11.72,11.28,1.78,0
20160202:1555,17.17,14.10,0.00,3.43,11.09,1.57,0
20160202:1655,0.00,0.00,0.00,0.00,9.97,1.94,0
20160202:1755,0.00,0.00,0.00,0.00,8.85,2.31,0
20160202:1855,0.00,0.00,0.00,0.00,7.73,2.68,0
20160202:1955,0.00,0.00,0.00,0.00,7.41,2.51,0
20160202:2055,0.00,0.00,0.00,0.00,7.09,2.34,0
20160202:2155,0.00,0.00,0.00,0.00,6.77,2.17,0
20160202:2255,0.00,0.00,0.00,0.00,6.49,1.98,0
20160202:2355,0.00,0.00,0.00,0.00,6.21,1.80,0
20160203:0055,0.00,0.00,0.00,0.00,5.93,1.61,0
20160203:0155,0.00,0.00,0.00,0.00,5.70,1.42,0
20160203:0255,0.00,0.00,0.00,0.00,5.47,1.23,0
20160203:0355,0.00,0.00,0.00,0.00,5.24,1.03,0
20160203:0455,0.00,0.00,0.00,0.00,5.03,0.97,0
20160203:0555,0.00,0.00,0.00,0.00,4.82,0.90,0
20160203:0655,0.00,2.35,0.00,0.86,4.62,0.83,0
20160203:0755,0.00,27.70,0.00,9.52,4.87,1.01,0
20160203:0855,0.00,44.55,0.00,16.87,5.13,1.19,0
20160203:0955,0.00,50.20,0.00,22.40,5.39,1.37,0
20160203:1055,0.00,55.50,0.00,25.58,5.31,2.15,0
20160203:1155,0.05,121.50,0.00,26.02,5.23,2.94,0
20160203:1255,0.00,28.15,0.00,23.67,5.16,3.72,0
20160203:1355,0.00,14.40,0.00,18.83,4.75,3.49,0
20160203:1455,0.00,5.80,0.00,11.99,4.35,3.25,0
20160203:1555,0.00,1.65,0.00,3.69,3.95,3.01,0
20160203:1655,0.00,0.00,0.00,0.00,3.64,3.33,0
20160203:1755,0.00,0.00,0.00,0.00,3.33,3.66,0
20160203:1855,0.00,0.00,0.00,0.00,3.02,3.99,0
20160203:1955,0.00,0.00,0.00,0.00,2.34,3.86,0
20160203:2055,0.00,0.00,0.00,0.00,1.67,3.73,0
20160203:2155,0.00,0.00,0.00,0.00,1.00,3.60,0
20160203:2255,0.00,0.00,0.00,0.00,0.73,3.52,0
20160203:2355,0.00,0.00,0.00,0.00,0.46,3.43,0
